Official Symbol Interactor A,Official Symbol Interactor B
UBC,PPP6R1
UBC,BMP6
UBC,ATP6V0D1
UBC,BIRC5
UBC,LETMD1
UBC,RPS2
UBC,TIMM17B
UBC,SYNCRIP
UBC,TYRO3
UBC,AHR
UBC,MRE11A
UBC,PGD
UBC,EEF1E1
UBC,ATAD1
UBC,PRKAR2A
UBC,RPS18
UBC,NSUN5
UBC,BTF3
UBC,OSTC
UBC,CCPG1
UBC,PRKAR2B
UBC,CCNF
UBC,MTDH
UBC,ITPR2
UBC,MDH1
UBC,HNRNPH3
UBC,LLGL1
UBC,NCBP1
UBC,DENND4C
UBC,MTHFD2
UBC,PDXDC1
UBC,MRPL36
UBC,ATP2A3
UBC,SAE1
UBC,HSPA9
UBC,TMEM70
UBC,BCCIP
UBC,UTP18
UBC,BACE2
UBC,TBC1D10A
UBC,Cep72
UBC,TOMM7
UBC,PPP3CC
UBC,PSMD1
UBC,RPL37
UBC,ZNF280C
UBC,FAHD2A
UBC,ATP2C1
UBC,MYL12A
UBC,UBASH3B
UBC,IFITM2
UBC,PPP4R2
UBC,ENO3
UBC,VPS28
UBC,ID1
UBC,CNN2
UBC,DHX35
UBC,ATP6V0A4
UBC,PLOD3
UBC,SMC3
UBC,MID1IP1
UBC,POGK
UBC,PPP2R4
UBC,EGFR
UBC,GANAB
UBC,YES1
UBC,U2AF1
UBC,UBXN2B
UBC,USP3
UBC,IMPA1
UBC,DDX18
UBC,PSMG1
UBC,NDUFC2
UBC,HIPK1
UBC,NADKD1
UBC,CBWD5
UBC,IP6K2
UBC,ACTC1
UBC,GRIN2D
UBC,IDH1
UBC,C15orf24
UBC,CYP51A1
UBC,RBBP4
UBC,SLCO4A1
UBC,TUBB3
UBC,CCDC51
UBC,MSH6
UBC,KRT17
UBC,MELK
UBC,DPP3
UBC,GOLGA7
UBC,PMEPA1
UBC,LENG9
UBC,FASTKD1
UBC,OPA1
UBC,RAB5C
UBC,KIF5B
UBC,TBCD
UBC,YWHAH
UBC,LOC390956
UBC,MIS18BP1
UBC,TMEM214
UBC,NOP2
UBC,PGM3
UBC,ATPBD4
UBC,HLA-F
UBC,H2AFX
UBC,ITM2B
UBC,IKBKG
UBC,TMEM165
UBC,TMEM206
UBC,NME1-NME2
UBC,DUS2L
UBC,ADAM9
UBC,HIST1H2BK
UBC,LPCAT2
UBC,S100A6
UBC,PRKAA1
UBC,NADSYN1
UBC,NBEAL2
UBC,ALDH16A1
UBC,C5orf15
UBC,TANK
UBC,RAD1
UBC,DMP1
UBC,TRIM5
UBC,TUBA1A
UBC,DENND5A
UBC,MRPS34
UBC,NOC2L
UBC,WDR70
UBC,HIST1H1E
UBC,SSRP1
UBC,PRMT10
UBC,FIGNL1
UBC,NGLY1
UBC,SUPT5H
UBC,IFNGR1
UBC,KIAA0100
UBC,PIK3R4
UBC,GIPC1
UBC,TAP2
UBC,SCAMP4
UBC,MLH1
UBC,FANCC
UBC,CSPG4
UBC,GALK2
UBC,ZFP106
UBC,PDE1A
UBC,BTN3A3
UBC,ANO10
UBC,ATR
UBC,ANKRD12
UBC,DAXX
UBC,PHF20
UBC,APP
UBC,PCSK6
UBC,GPR126
UBC,ANXA6
UBC,SHPRH
UBC,CLEC16A
UBC,TTC26
UBC,SCAMP3
UBC,EML3
UBC,ACTR3B
UBC,TMEM11
UBC,PBK
UBC,HECTD3
UBC,BLMH
UBC,ARID5B
UBC,CSPP1
UBC,GPRC5C
UBC,TGFB1
UBC,DNAJC3
UBC,TUBG2
UBC,TUBB2A
UBC,METTL3
UBC,PRR11
UBC,MBLAC2
UBC,UBL7
UBC,GLT8D2
UBC,CDK5RAP3
UBC,INTS2
UBC,TIMM17A
UBC,NOL6
UBC,CDK13
UBC,GPR64
UBC,TPRKB
UBC,ZMYM4
UBC,MED14
UBC,CCDC169-SOHLH2
UBC,GARS
UBC,P2RY6
UBC,FAM136A
UBC,SF3B2
UBC,THOC4
UBC,CHD3
UBC,EXOSC10
UBC,CTC1
UBC,DYNLL1
UBC,PFN1
UBC,SNRPD2
UBC,DUSP2
UBC,RPL13
UBC,TRAF3
UBC,NAP1L4
UBC,FAHD2B
UBC,KLHDC5
UBC,TAF5L
UBC,TMEM50A
UBC,ALDH3B2
UBC,SRSF11
UBC,SFN
UBC,DUSP1
UBC,PRTG
UBC,TRAF4
UBC,NDUFS7
UBC,CD151
UBC,PIM3
UBC,CD55
UBC,NACA
UBC,VDAC1
UBC,ATP2B2
UBC,RPL23A
UBC,SPTBN1
UBC,ANKRD32
UBC,SMAGP
UBC,MED6
UBC,POLR2G
UBC,PDCD6IP
UBC,LRP8
UBC,PTGES
UBC,AARS
UBC,MAPRE2
UBC,DYNLT1
UBC,CLPTM1L
UBC,NCAPG2
UBC,GLUD2
UBC,CCDC18
UBC,PHF12
UBC,CARD10
UBC,MED12
UBC,MYLK3
UBC,SIK1
UBC,RCHY1
UBC,RPL37A
UBC,HIST1H1A
UBC,HADHA
UBC,SEC63
UBC,PYGM
UBC,THADA
UBC,PGAM1
UBC,UBC
UBC,CHCHD6
UBC,LRP5
UBC,SAMM50
UBC,KIF20B
UBC,RCL1
UBC,GYS1
UBC,HARS2
UBC,CXCR4
UBC,GUSB
UBC,RPL17
UBC,CPSF1
UBC,RIOK2
UBC,APLP2
UBC,DDR1
UBC,ELAC2
UBC,MOB1B
UBC,SDC2
UBC,COMMD3-BMI1
UBC,OSMR
UBC,PNPLA2
UBC,KIAA1161
UBC,COPS2
UBC,NEDD8-MDP1
UBC,RRN3
UBC,GALNT2
UBC,YME1L1
UBC,IGF1R
UBC,PRADC1
UBC,FLOT1
UBC,USP28
UBC,URB2
UBC,LIN54
UBC,GNG12
UBC,SKIV2L
UBC,TAF9
UBC,TNFRSF10A
UBC,C17orf48
UBC,C2orf89
UBC,ATG9A
UBC,CSTF2
UBC,FBXL3
UBC,SLC1A5
UBC,LAMTOR1
UBC,GTF3C2
UBC,NOTCH1
UBC,CACYBP
UBC,DDTL
UBC,HAUS4
UBC,RPS10-NUDT3
UBC,PTPMT1
UBC,OASL
UBC,GRWD1
UBC,ATP1B2
UBC,MYH10
UBC,THOP1
UBC,OSBPL10
UBC,SMC4
UBC,eIF2A
UBC,CCDC104
UBC,HDAC1
UBC,ARIH2
UBC,RASA3
UBC,C8orf59
UBC,PTPRS
UBC,NPM1
UBC,CTU2
UBC,EEA1
UBC,NFKB1
UBC,CANX
UBC,SAFB
UBC,FAR1
UBC,PSMB10
UBC,CLPP
UBC,KIAA1797
UBC,SORD
UBC,RRP12
UBC,ZNF259
UBC,TRAF2
UBC,AP1S1
UBC,PPP1R15B
UBC,RPF1
UBC,GALNT7
UBC,BIVM-ERCC5
UBC,CFL2
UBC,TRIM33
UBC,INTS7
UBC,PNP
UBC,HSPH1
UBC,NEK2
UBC,GLA
UBC,SLU7
UBC,NCSTN
UBC,MED10
UBC,SLC25A3
UBC,COPS4
UBC,ACOT1
UBC,ABCE1
UBC,GGA1
UBC,KLHL12
UBC,AACS
UBC,CDK1
UBC,FIBP
UBC,UBE2D2
UBC,KIF11
UBC,GNAZ
UBC,NAA25
UBC,ZNFX1
UBC,DNAJC7
UBC,DDX17
UBC,ATP12A
UBC,ZBTB1
UBC,EAPP
UBC,ALG12
UBC,SGK3
UBC,ITFG3
UBC,SLC39A14
UBC,LOC646670
UBC,CTXN1
UBC,GON4L
UBC,RNF187
UBC,EIF3D
UBC,SH3BP5
UBC,FAM83D
UBC,C22orf28
UBC,DPP7
UBC,SLC15A4
UBC,BET1L
UBC,FAM127B
UBC,ABCD1
UBC,DIP2B
UBC,CYHR1
UBC,HIST2H2AA3
UBC,TXNDC17
UBC,KITLG
UBC,FAM127A
UBC,RPS14
UBC,TK1
UBC,TMEM109
UBC,DCAF13
UBC,TPT1
UBC,RTTN
UBC,C21orf59
UBC,ZNF280D
UBC,POLR3F
UBC,WDR6
UBC,APOBEC3A
UBC,CAPRIN1
UBC,TRAIP
UBC,RABGEF1
UBC,LIG1
UBC,FAF2
UBC,XRN2
UBC,NCLN
UBC,MGEA5
UBC,MAPRE1
UBC,DIS3
UBC,SND1
UBC,HIST1H2AH
UBC,PPT2
UBC,RPL23
UBC,NAP1L1
UBC,TRIM6-TRIM34
UBC,GNAT3
UBC,RPL10
UBC,COPB2
UBC,NAMPT
UBC,UBFD1
UBC,TMEM237
UBC,RHBDF2
UBC,GBA
UBC,FZD6
UBC,SFXN1
UBC,ZBTB33
UBC,C7orf44
UBC,MKRN1
UBC,MAGEA3
UBC,PSMB6
UBC,LDLR
UBC,TPD52
UBC,TXNDC9
UBC,SLC20A1
UBC,COIL
UBC,SPCS3
UBC,UBQLN1
UBC,PTER
UBC,DVL1
UBC,TTLL12
UBC,MAGED2
UBC,SMG7
UBC,DDB2
UBC,WDR89
UBC,CDKAL1
UBC,HMOX2
UBC,FANCD2
UBC,FADS1
UBC,DES
UBC,MAP3K6
UBC,TFAP2E
UBC,CYR61
UBC,KHNYN
UBC,COX4NB
UBC,KRT73
UBC,TMX4
UBC,CCT7
UBC,ORC4
UBC,TMEM63A
UBC,RLIM
UBC,POLA2
UBC,RNF13
UBC,SAP30
UBC,PSMF1
UBC,SEC11C
UBC,UBE2J2
UBC,PRKCDBP
UBC,GDI1
UBC,EIF3E
UBC,RHBDD2
UBC,ESRP2
UBC,C4orf32
UBC,WARS
UBC,TP53
UBC,YWHAB
UBC,HIST1H2BM
UBC,RAPGEF2
UBC,SKP2
UBC,SPC24
UBC,MRI1
UBC,PGP
UBC,ARHGAP26
UBC,COG8
UBC,USP18
UBC,SUN2
UBC,EIF2S3
UBC,GDA
UBC,RPL27
UBC,DMWD
UBC,PTP4A1
UBC,RFT1
UBC,ERCC5
UBC,PTPRF
UBC,KIAA1549
UBC,ELP2
UBC,PANX1
UBC,TMEM205
UBC,DDX39B
UBC,SLC6A17
UBC,TNPO2
UBC,UROD
UBC,TPGS2
UBC,PITHD1
UBC,PSMD7
UBC,MRPS30
UBC,GNB4
UBC,ME1
UBC,RPS3A
UBC,MORC4
UBC,MAGOHB
UBC,TATDN2
UBC,DCTPP1
UBC,NUP98
UBC,BROX
UBC,KRT71
UBC,KIAA0101
UBC,KBTBD7
UBC,HPRT1
UBC,MMS19
UBC,ANKRD52
UBC,PLXNB2
UBC,METTL13
UBC,MFAP1
UBC,KIF2C
UBC,TRIM65
UBC,LIG3
UBC,TLL1
UBC,POLR1E
UBC,LAMA5
UBC,CSNK2A1
UBC,REEP5
UBC,IRAK1
UBC,UBE2S
UBC,MAP3K14
UBC,LYN
UBC,AMOTL1
UBC,SSFA2
UBC,ATP8B3
UBC,CDC25C
UBC,EXOSC7
UBC,PIP5K1C
UBC,NUDCD3
UBC,CUEDC2
UBC,VDAC3
UBC,RNF38
UBC,GSTM3
UBC,CCNA2
UBC,ZNF281
UBC,SAP18
UBC,FYN
UBC,FBXW9
UBC,YARS
UBC,SNX3
UBC,RPS4Y1
UBC,LANCL1
UBC,PITPNB
UBC,SIL1
UBC,GNAQ
UBC,TELO2
UBC,CMBL
UBC,PLA2G16
UBC,CAPN2
UBC,MFF
UBC,NMT1
UBC,TP53RK
UBC,SCAF11
UBC,ATP6V1A
UBC,BRE
UBC,TMED7-TICAM2
UBC,TMEM39A
UBC,YIF1A
UBC,RFFL
UBC,SCAF1
UBC,ASPH
UBC,SERF1A
UBC,CRTAP
UBC,MRPS9
UBC,AS3MT
UBC,TMED4
UBC,GPANK1
UBC,FRMD8
UBC,RFXANK
UBC,ATP4A
UBC,DPH1
UBC,RHOC
UBC,TXNIP
UBC,ESYT1
UBC,MLKL
UBC,LANCL2
UBC,WLS
UBC,CTSZ
UBC,TUBGCP2
UBC,C6orf72
UBC,SLC43A1
UBC,PES1
UBC,ANKRD46
UBC,CENPB
UBC,SOAT1
UBC,SIK2
UBC,SCAMP1
UBC,B9D1
UBC,ABCB8
UBC,UBE2K
UBC,DHDDS
UBC,ABCC1
UBC,MXD4
UBC,EIF4A2
UBC,FAM98A
UBC,IDH3A
UBC,PCNX
UBC,ALDOC
UBC,IPO5
UBC,GNAI2
UBC,NOMO2
UBC,TRAFD1
UBC,RBM4B
UBC,EIF5A2
UBC,EPRS
UBC,PPP3R1
UBC,PI4KA
UBC,RPS11
UBC,HIST1H3A
UBC,ARPC4
UBC,WFS1
UBC,CASP6
UBC,ACTN2
UBC,ACTBL2
UBC,ATP6V1H
UBC,AES
UBC,FLOT2
UBC,HSPB1
UBC,TFRC
UBC,MOB1A
UBC,SYAP1
UBC,SC5DL
UBC,FAM115A
UBC,TMUB1
UBC,TUBG1
UBC,SECTM1
UBC,TOR3A
UBC,NDC80
UBC,CCZ1B
UBC,ARMC6
UBC,TCEAL4
UBC,COMMD4
UBC,ABHD2
UBC,RPS15A
UBC,ILK
UBC,CIB1
UBC,SLC16A1
UBC,MTMR2
UBC,DIS3L
UBC,MASTL
UBC,MYC
UBC,RPL34
UBC,TCEB2
UBC,GGA3
UBC,SLC35A3
UBC,CHPF
UBC,NDUFA8
UBC,ATP6AP1
UBC,SLC38A2
UBC,QTRT1
UBC,RPL24
UBC,NUP155
UBC,MYL9
UBC,RABGGTA
UBC,TSPAN3
UBC,TDRD9
UBC,CCDC71
UBC,PKN2
UBC,NBR1
UBC,PREB
UBC,MPST
UBC,DROSHA
UBC,EIF5AL1
UBC,LAMP1
UBC,PEX5
UBC,STEAP3
UBC,PSMB7
UBC,IFI16
UBC,ZNF644
UBC,NARS
UBC,AGPAT2
UBC,AAMP
UBC,HIST1H2AE
UBC,IK
UBC,SLC25A46
UBC,EIF5A
UBC,HIST3H2A
UBC,ARL8B
UBC,GLMN
UBC,UBE2D3
UBC,AP4B1
UBC,MB21D1
UBC,SNX12
UBC,CYBA
UBC,SCD
UBC,AGPHD1
UBC,CUTC
UBC,NMI
UBC,ERLEC1
UBC,UBE2G1
UBC,NME2
UBC,DIAPH3
UBC,STX18
UBC,DAP3
UBC,POLR1C
UBC,HMGN3
UBC,SCARB1
UBC,MEMO1
UBC,RIF1
UBC,FAM120A
UBC,POLH
UBC,ISG20
UBC,RAB7L1
UBC,KIAA0196
UBC,C1orf52
UBC,C15orf39
UBC,CSNK1G3
UBC,VPS25
UBC,TIPRL
UBC,ATL3
UBC,PIP5K1A
UBC,GOT2
UBC,PLA2G4A
UBC,DVL2
UBC,TTN
UBC,HAUS7
UBC,HNRNPC
UBC,FAH
UBC,PTGES2
UBC,PRCP
UBC,CBWD1
UBC,IFITM3
UBC,VPS45
UBC,MRPL15
UBC,DCTN3
UBC,STK38
UBC,MBOAT7
UBC,PRDX6
UBC,ARL6IP1
UBC,TMEM43
UBC,PHB2
UBC,KDM1A
UBC,SMC5
UBC,C11orf49
UBC,ATP2B1
UBC,GNE
UBC,EXOC2
UBC,RFC1
UBC,NPTX1
UBC,C15orf44
UBC,MYCN
UBC,ANGPT2
UBC,SLC39A10
UBC,KLHL1
UBC,SLC9A6
UBC,RAD54L2
UBC,RPL29
UBC,TIFA
UBC,SPCS1
UBC,NFS1
UBC,ATRN
UBC,ACTB
UBC,NUDT5
UBC,PRKACG
UBC,ZMYM3
UBC,NKIRAS1
UBC,AMPD2
UBC,CTAG2
UBC,RRM2B
UBC,NPDC1
UBC,SRM
UBC,TACC1
UBC,NSA2
UBC,OFD1
UBC,KIFC3
UBC,KIAA0753
UBC,P4HB
UBC,SEC23A
UBC,NUP35
UBC,CYFIP1
UBC,BEND3
UBC,DUSP9
UBC,RNF14
UBC,GSTM5
UBC,POP7
UBC,INTS1
UBC,KRT78
UBC,GINS2
UBC,RACGAP1
UBC,VWA5A
UBC,PRKAG2
UBC,KLHL15
UBC,RAB14
UBC,SNAPC3
UBC,HAUS6
UBC,PAF1
UBC,AURKA
UBC,HIST1H2BO
UBC,SLC29A2
UBC,EBP
UBC,H3F3A
UBC,AAAS
UBC,VIM
UBC,PUM2
UBC,FANCG
UBC,HLA-A
UBC,DAD1
UBC,TMEM194A
UBC,RPN2
UBC,FAM188A
UBC,SLC25A6
UBC,RPS7
UBC,DPP9
UBC,TPD52L2
UBC,WBSCR22
UBC,RAD18
UBC,ZFAND5
UBC,PAICS
UBC,MCL1
UBC,PIGB
UBC,CD44
UBC,PANK4
UBC,TTF2
UBC,ATP6V1F
UBC,DNAJC13
UBC,KRT79
UBC,DHX32
UBC,ALDH3B1
UBC,RTEL1
UBC,ATP1A3
UBC,ICAM1
UBC,PLAC8
UBC,DDX5
UBC,HNRPDL
UBC,KIF22
UBC,GADD45A
UBC,FANCA
UBC,SELO
UBC,NDUFA4
UBC,PCBP3
UBC,C16orf5
UBC,WDR77
UBC,ACTA1
UBC,RABEP2
UBC,TOMM40
UBC,NAA20
UBC,RPS4X
UBC,ARV1
UBC,KIAA1429
UBC,ANGEL2
UBC,PCID2
UBC,INTS3
UBC,RNF31
UBC,NPLOC4
UBC,CAPZA2
UBC,NUP43
UBC,TECR
UBC,C2orf29
UBC,RGP1
UBC,UPF1
UBC,NOP56
UBC,PIGU
UBC,PTOV1
UBC,PLAGL1
UBC,FAM105B
UBC,ZDHHC6
UBC,RNF111
UBC,ANXA1
UBC,HSPA6
UBC,SYPL2
UBC,EIF2C2
UBC,ASCC3
UBC,HIST1H1D
UBC,FAM40A
UBC,EEF1A1
UBC,NSL1
UBC,KRT5
UBC,DSP
UBC,VARS
UBC,EFTUD2
UBC,CD320
UBC,HIST1H2AD
UBC,TTC21B
UBC,CHTF18
UBC,TMEM209
UBC,POM121
UBC,PRSS21
UBC,KRT75
UBC,SSR4
UBC,PDRG1
UBC,EPS15
UBC,NR2F6
UBC,SF3B14
UBC,NASP
UBC,CERCAM
UBC,UBQLN2
UBC,WNT5B
UBC,ATG7
UBC,YWHAG
UBC,SPRYD3
UBC,VPS13A
UBC,SLC22A5
UBC,TTC9C
UBC,WDR36
UBC,TARBP1
UBC,ATP5G1
UBC,ATF6
UBC,HNRNPH2
UBC,RPL10L
UBC,RNF4
UBC,SGTA
UBC,ZBED1
UBC,TSNAX
UBC,PELO
UBC,PKMYT1
UBC,PPP1R3C
UBC,CD97
UBC,FDPS
UBC,FANCI
UBC,SPTLC1
UBC,PM20D2
UBC,MBTPS2
UBC,NPR3
UBC,PSMD13
UBC,EIF4A3
UBC,RPL17-C18ORF32
UBC,EEF1A2
UBC,HIST1H2BJ
UBC,TUBB6
UBC,HSPA4L
UBC,TUBA4A
UBC,SNRPE
UBC,EIF5A2
UBC,HIST1H2AC
UBC,HIST1H3A
UBC,ACTBL2
UBC,TUBA1C
UBC,FAM98B
UBC,HIST1H2BL
UBC,TUBB4A
UBC,HIST1H2BG
UBC,ACTG2
UBC,UBE2E3
UBC,TUBA8
UBC,HIST1H2AI
UBC,EIF5AL1
UBC,HIST1H2BH
UBC,HIST3H2A
UBC,HIST1H1B
UBC,NAPB
UBC,CFL2
UBC,ACTG1
UBC,TUBA3C
UBC,TUBA1B
UBC,YWHAZ
UBC,HIST3H2BB
UBC,HIST1H2AJ
UBC,HIST1H4A
UBC,HIST2H2AA3
UBC,HIST1H2BN
UBC,UBA52
UBC,HIST2H2BF
UBC,HIST1H2AH
UBC,TUBB3
UBC,HIST2H2BE
UBC,YWHAH
UBC,H2AFX
UBC,HSPA4
UBC,UBB
UBC,NME1-NME2
UBC,HIST1H1T
UBC,HIST1H2BK
UBC,HIST1H2BO
UBC,H3F3A
UBC,HIST2H3C
UBC,TUBA3E
UBC,HIST1H1E
UBC,PPP2CB
UBC,HIST1H2BD
UBC,HIST1H2BM
UBC,TUBB2B
UBC,ACTA1
UBC,HIST1H2BB
UBC,H2AFJ
UBC,TUBB8
UBC,HIST2H2AB
UBC,MYL6
UBC,HIST1H1D
UBC,RPS27A
UBC,PKLR
UBC,H3F3C
UBC,YWHAG
UBC,HNRNPH2
UBC,UBE2E2
UBC,EIF4A3
UBC,KIAA1009
UBC,KPNB1
UBC,LRRC16A
UBC,GABRB1
UBC,CUL1
UBC,RPL29
UBC,TNRC18
UBC,SLC9A4
UBC,SPEF2
UBC,POTEF
UBC,OGDH
UBC,DIAPH3
UBC,ANKRD6
UBC,ANK3
UBC,LCP1
UBC,HIVEP2
UBC,PSMA6
UBC,BAZ2B
UBC,EVPL
UBC,EEF1A2
UBC,HSPA2
UBC,KCNN1
UBC,KRT6A
UBC,KRT1
UBC,SYNRG
UBC,EIF4A2
UBC,KRT8
UBC,HIST1H2AC
UBC,HIST1H3A
UBC,ACTBL2
UBC,HDAC2
UBC,ACTG2
UBC,TUBA8
UBC,HIST1H2AI
UBC,KRT2
UBC,PKM2
UBC,HIST1H2AE
UBC,HIST3H2A
UBC,KRT6C
UBC,HIST3H3
UBC,FAM5B
UBC,KRT76
UBC,IFITM2
UBC,FAM127B
UBC,HIST2H2AA3
UBC,TUBB1
UBC,IFITM3
UBC,UBA52
UBC,ACTA2
UBC,ACTC1
UBC,KCNN3
UBC,HIST1H2AH
UBC,EIF3CL
UBC,ACTB
UBC,KRT6B
UBC,H2AFX
UBC,H3F3A
UBC,HIST2H3C
UBC,TUBA1A
UBC,TUBA3E
UBC,HIST1H2AA
UBC,TUBB2B
UBC,ACTA1
UBC,HIST2H2AC
UBC,H2AFJ
UBC,TUBB8
UBC,KRT77
UBC,HSPA6
UBC,KRT5
UBC,DDB1
UBC,RPS27A
UBC,HIST1H2AD
UBC,MYO3B
UBC,HSPA1L
UBC,EIF4A3
UBC,MYO6
UBC,HIST1H1A
UBC,PGAM1
UBC,HIST1H2BJ
UBC,ZUFSP
UBC,LIMK2
UBC,PRDX4
UBC,HSPA2
UBC,CTR9
UBC,VAMP2
UBC,NEURL4
UBC,SFT2D2
UBC,ATP1A2
UBC,TUBA4A
UBC,MGRN1
UBC,HNRNPA1L2
UBC,UBE2NL
UBC,RPIA
UBC,DCTN2
UBC,STX7
UBC,DSG2
UBC,HNRNPL
UBC,IGF2BP3
UBC,ARL8A
UBC,PSMA3
UBC,TKT
UBC,CCDC167
UBC,TPM3
UBC,PLS3
UBC,IDI1
UBC,RPS10-NUDT3
UBC,ST13
UBC,RPL15
UBC,PRMT1
UBC,COPE
UBC,UBE2E3
UBC,TUBA8
UBC,PABPC4
UBC,RNF167
UBC,PSMG2
UBC,HDAC1
UBC,CSTF2T
UBC,PKM2
UBC,HIST1H2BH
UBC,HIST1H1B
UBC,PRPH
UBC,CFL2
UBC,PPP1R14B
UBC,ACTG1
UBC,INTS7
UBC,TUBA3C
UBC,NUP210L
UBC,TUBA1B
UBC,VAMP1
UBC,NUP160
UBC,GDAP2
UBC,BZW2
UBC,BAG6
UBC,ACBD6
UBC,HIST1H2AJ
UBC,RALA
UBC,DDX17
UBC,ATP12A
UBC,KIDINS220
UBC,PPP2R1A
UBC,RAB1A
UBC,NISCH
UBC,MYSM1
UBC,MTX1
UBC,HSPA14
UBC,IGF2BP1
UBC,DIP2B
UBC,HIST2H2AA3
UBC,TLE2
UBC,BTF3L4
UBC,FAM127A
UBC,SLC19A1
UBC,HIST1H2BA
UBC,ILKAP
UBC,JAM3
UBC,UBA52
UBC,HIST2H2BF
UBC,FAF2
UBC,BAX
UBC,TIMM8B
UBC,MAP2K1
UBC,TMCO7
UBC,RAN
UBC,KHSRP
UBC,BZW1
UBC,HIST2H2BE
UBC,SEC14L1
UBC,LOC100294033
UBC,NUP85
UBC,UBE2Z
UBC,MZT1
UBC,LOC100508781
UBC,HSPA4
UBC,CFL1
UBC,HELLS
UBC,DHX9
UBC,PLCXD1
UBC,USP24
UBC,CCT8
UBC,DES
UBC,HIST1H1T
UBC,TNPO1
UBC,RASSF9
UBC,HSPA1B
UBC,CXorf57
UBC,TUBA3E
UBC,PPP2CB
UBC,MAPK14
UBC,TLE4
UBC,GDI1
UBC,LRRC58
UBC,C1orf124
UBC,RANBP1
UBC,CLCC1
UBC,HIST1H2BM
UBC,CTNND2
UBC,HINT3
UBC,SIAH1
UBC,RPRD1A
UBC,BCAP31
UBC,UBAC1
UBC,TUBB2B
UBC,HIST2H2AC
UBC,GFPT1
UBC,AMBRA1
UBC,H2AFJ
UBC,HNRNPH1
UBC,STAT5B
UBC,VCL
UBC,SLC29A1
UBC,MYL6
UBC,DDB1
UBC,RPS27A
UBC,GPS1
UBC,SKP1
UBC,HSP90AA1
UBC,SRSF1
UBC,STMN1
UBC,PGAM4
UBC,RNF219
UBC,PIP4K2B
UBC,PCMT1
UBC,HNRNPA2B1
UBC,SOLH
UBC,CCT3
UBC,PEF1
UBC,GMPPB
UBC,ATP1A4
UBC,HSPA1L
UBC,RPSA
UBC,SCAF1
UBC,EEF1A2
UBC,DDOST
UBC,SH3GL1
UBC,NUP205
UBC,TXNIP
UBC,SPRYD7
UBC,PGM1
UBC,USP9X
UBC,SCAMP1
UBC,RPS3
UBC,UBE2K
UBC,TAF15
UBC,DCAF6
UBC,USP22
UBC,EIF5A2
UBC,KRT8
UBC,GMPPA
UBC,HIST1H2AC
UBC,RDX
UBC,EID1
UBC,NUP188
UBC,PPP2R1B
UBC,ACTBL2
UBC,SOD1
UBC,RNF5
UBC,FAM115A
UBC,ANXA2
UBC,TUBA1C
UBC,HIF1A
UBC,MAP3K1
UBC,NME1
UBC,HIST1H2BL
UBC,FASN
UBC,CALM2
UBC,RAP1A
UBC,HIST1H2BG
UBC,DDIT4
UBC,HNRNPA1
UBC,ACTG2
UBC,BRCC3
UBC,RPUSD1
UBC,ARF3
UBC,HIST1H2AI
UBC,GNAS
UBC,VAMP3
UBC,PPP1CB
UBC,CNNM3
UBC,EIF5AL1
UBC,HIST1H2AE
UBC,TPR
UBC,HIST3H2A
UBC,RNF20
UBC,ARL8B
UBC,RNF185
UBC,HTATSF1
UBC,TLE1
UBC,HIST3H2BB
UBC,NME2
UBC,UBXN7
UBC,PPIL4
UBC,UCHL5
UBC,BBS10
UBC,HIST1H2BN
UBC,CXorf26
UBC,CLTC
UBC,ANXA4
UBC,ATP2B1
UBC,ACTA2
UBC,ACTC1
UBC,CYP51A1
UBC,STK4
UBC,CLTCL1
UBC,LSR
UBC,KIF1B
UBC,H2AFX
UBC,SNX6
UBC,SUMO3
UBC,PSMG3
UBC,UBB
UBC,NME1-NME2
UBC,YOD1
UBC,HIST1H2BO
UBC,VAMP7
UBC,TUBA1A
UBC,CYB5A
UBC,RDH12
UBC,UBAP2L
UBC,HIST1H1E
UBC,CALCOCO2
UBC,RPS7
UBC,HIST1H2AA
UBC,HIST1H2BD
UBC,CSDA
UBC,PAICS
UBC,ATP1A3
UBC,SUMO2
UBC,DCP1A
UBC,RAB1B
UBC,HNRPDL
UBC,TALDO1
UBC,LDHA
UBC,KRT7
UBC,RBCK1
UBC,MXI1
UBC,ACTA1
UBC,HIST1H2BB
UBC,TUBG2
UBC,TUBB2A
UBC,NPLOC4
UBC,SCYL3
UBC,PTOV1
UBC,HSPA6
UBC,BEX1
UBC,HIST1H1D
UBC,THOC4
UBC,HIST1H2AD
UBC,SFN
UBC,RHOT2
UBC,IGF2BP2
UBC,RPL23A
UBC,HNRNPH2
UBC,HNRNPF
UBC,PCNXL3
UBC,FLNA
UBC,PPP1CA
UBC,FDPS
UBC,UBE2E2
UBC,PSMD13
UBC,PNMAL1
UBC,EIF4A3
UBC,MFAP3L
UBC,GNAO1
UBC,HIST1H2BJ
UBC,ATP1A2
UBC,UBE2NL
UBC,GMFG
UBC,RPS10-NUDT3
UBC,Sharpin
UBC,TUBA8
UBC,HIST1H2BH
UBC,FADS3
UBC,PRPH
UBC,CFL2
UBC,TUBA3C
UBC,TUBA1B
UBC,GNAL
UBC,HIST1H2AJ
UBC,MAGEA10
UBC,HIST1H4A
UBC,HIST2H2AA3
UBC,HIST1H2BA
UBC,MAGEA8
UBC,UBA52
UBC,HIST2H2BF
UBC,HIST1H2AH
UBC,HIST2H2BE
UBC,GNAT3
UBC,STMN2
